Frankreich,33.599
Spanien,37.962
Deutschland,40.236
England,35.963
Portugal,35.138
Belgien,34.442
Italien,34.345
Russland,31.345
Schweiz,31.254
Österreich,30.932
Kroatien,30.642
Ukraine,30.313
Tschechien,29.403
Schweden,29.028
Polen,28.306
Rumänien,28.038
Slowakei,27.171
Ungarn,27.142
Türkei,27.033
Irland,26.902
Island,25.388
Wales,24.521
Albanien,23.216
Nordirland,22.961
